Age;Title;Country;Ordered Quantity;Ordered Value in Euro;Returned Value in Euro;Average Order Quantitiy;Average Order Value in Euro
43;Misses;Germany;65;3451,35;3195,40;7,22;383,48
;Misses;Germany;65;4673,35;3232,60;1,97;141,62
;Misses;Poland;65;2458,64;1036,46;2,71;102,44
41;Misses;Austria;65;4299,24;2271,02;2,71;179,14
;Misses;Germany;65;3490,99;1880,19;5,91;317,36
33;Misses;Germany;65;2128,25;1252,61;8,13;266,03
39;Misses;Austria;65;2962,20;1205,10;4,06;185,14
;Misses;Germany;65;3596,91;1846,53;2,50;138,34
29;Misses;Germany;65;3648,31;2809,54;4,64;260,59
60;Misses;Germany;65;3773,35;777,91;5,91;343,03
54;Misses;Germany;65;2740,21;1233,21;2,10;88,39
53;Misses;Germany;65;5247,64;3420,89;2,71;218,65
57;Misses;Germany;65;3774,61;1579,24;5,42;314,55
37;Misses;Germany;65;5093,23;3703,26;7,22;565,91
50;Misses;Germany;65;5192,62;2813,87;3,10;247,27
;Misses;Germany;65;4836,63;1134,45;1,91;142,25
39;Misses;Germany;65;4082,82;2760,06;3,42;214,89
36;Misses;Germany;65;1374,35;1096,69;8,13;171,79
29;Misses;Netherlands;65;1588,35;0,00;9,29;226,91
42;Misses;Germany;65;4649,09;2877,63;3,10;221,39
27;Misses;Austria;65;5099,94;3084,55;1,91;150,00
;Misses;Germany;64;5089,85;3262,73;2,56;203,59
38;Misses;Germany;64;2210,06;1010,77;10,67;368,34
42;Misses;Germany;64;2854,96;1446,73;3,20;142,75
;Misses;Germany;64;4125,01;2106,05;2,06;133,06
;Misses;Germany;64;5906,34;854,89;1,68;155,43
60;Misses;Austria;64;3714,00;974,83;2,29;132,64
;Misses;Poland;64;4912,98;2612,21;3,76;289,00
43;Misses;Germany;64;2391,14;1821,47;7,11;265,68
;Misses;Germany;64;4616,83;1055,81;2,13;153,89
51;Mister;Germany;64;2689,76;1167,77;32,00;1344,88
20;Mister;Germany;64;9793,67;607,14;1,73;264,69
33;Misses;Austria;64;3551,84;1615,31;2,67;147,99
24;Misses;Germany;64;1315,86;174,92;12,80;263,17
55;Misses;Germany;64;5606,11;3109,72;2,67;233,59
22;Misses;Austria;64;2689,54;1193,18;3,05;128,07
44;Misses;Germany;64;3416,33;210,91;3,76;200,96
;Misses;Germany;64;4649,85;2073,71;2,67;193,74
;Misses;Germany;64;6532,11;2886,28;2,37;241,93
37;Mister;Austria;64;2497,05;829,84;4,00;156,07
49;Mister;Germany;64;2388,36;1928,48;32,00;1194,18
;Misses;Germany;64;3739,76;2390,92;4,57;267,13
;Misses;Germany;64;4024,61;2559,47;2,91;182,94
31;Misses;Germany;64;2922,64;2008,87;5,33;243,55
;Misses;Germany;64;4665,32;2189,77;1,88;137,22
36;Misses;Austria;64;2665,86;998,90;2,56;106,63
30;Misses;Austria;64;4853,94;2784,16;2,21;167,38
;Misses;Germany;64;4844,93;1517,58;1,78;134,58
;Misses;Germany;64;5788,49;3162,69;2,37;214,39
;Mister;Germany;64;5068,84;3317,65;3,56;281,60
;Misses;Germany;64;4282,54;3162,37;2,91;194,66
51;Misses;Germany;64;6232,32;3824,63;2,21;214,91
41;Misses;Germany;64;3568,30;2344,67;3,37;187,81
50;Mister;Germany;64;3963,81;239,95;5,82;360,35
;Misses;Germany;64;5694,36;3004,76;2,78;247,58
;Misses;Germany;64;5751,79;1799,83;1,56;140,29
;Misses;Poland;64;3807,45;1302,40;2,29;135,98
;Misses;Germany;64;3390,05;1178,79;2,46;130,39
35;Misses;Austria;64;5180,18;1291,34;2,46;199,24
52;Misses;Germany;64;4170,09;1851,73;3,37;219,48
33;Misses;Germany;64;2355,86;836,30;10,67;392,64
26;Misses;Austria;64;5689,76;2890,62;2,46;218,84
36;Misses;Austria;64;4150,19;2358,58;2,29;148,22
38;Misses;Germany;64;3207,28;1635,94;2,56;128,29
47;Misses;Austria;64;4044,55;2074,74;2,00;126,39
;Mister;Germany;64;4764,88;2646,98;1,83;136,14
56;Misses;Germany;64;2661,31;929,90;3,56;147,85
;Misses;Germany;64;4668,61;2592,94;2,56;186,74
53;Misses;Austria;64;3888,09;1906,02;2,78;169,05
;Misses;Germany;64;5987,24;3944,18;1,88;176,10
32;Misses;Germany;64;5507,06;4270,89;6,40;550,71
;Misses;Germany;64;2957,24;703,80;1,88;86,98
28;Mister;Austria;64;2643,50;796,65;3,05;125,88
62;Misses;Germany;64;5135,63;3773,56;4,92;395,05
26;Misses;Germany;64;8107,64;6347,07;3,20;405,38
;Misses;Germany;64;4932,65;2421,79;2,13;164,42
58;Misses;Germany;64;4012,36;2142,72;3,20;200,62
;Misses;Germany;64;4826,86;1355,86;3,20;241,34
;Misses;Germany;64;3775,16;1189,88;2,13;125,84
;Mister;Germany;64;3090,90;2771,46;4,92;237,76
52;Misses;Germany;64;4940,36;2084,73;5,82;449,12
50;Misses;Germany;64;2720,54;2204,10;4,27;181,37
46;Misses;Austria;64;6248,44;3821,74;2,06;201,56
30;Mister;Austria;64;3453,04;1613,94;3,20;172,65
;Misses;Germany;64;4463,36;2295,20;2,91;202,88
51;Misses;Poland;64;3909,61;3145,64;10,67;651,60
23;Misses;Germany;64;3582,15;1690,35;8,00;447,77
24;Misses;Austria;64;4250,14;1951,74;2,37;157,41
;Misses;Germany;64;8185,54;4981,62;3,56;454,75
53;Misses;Germany;64;954,36;656,56;10,67;159,06
;Misses;Germany;64;3253,36;1744,76;4,92;250,26
;Misses;Germany;64;3836,67;2250,97;2,13;127,89
;Misses;Germany;64;3478,63;1654,41;1,83;99,39
28;Misses;Austria;64;3737,56;2814,05;2,46;143,75
37;Mister;Germany;64;2406,86;1718,04;4,57;171,92
70;Mister;Germany;64;1418,76;689,10;21,33;472,92
39;Misses;Germany;64;3297,49;1728,84;2,91;149,89
53;Misses;Germany;64;4312,80;3552,22;6,40;431,28
31;Misses;Germany;64;4371,01;3343,94;9,14;624,43
56;Misses;Germany;64;3771,16;1589,57;2,46;145,04
31;Mister;Germany;64;2149,36;1870,42;10,67;358,23
56;Misses;Germany;64;2219,95;432,41;4,57;158,57
62;Misses;Germany;64;4494,33;2242,25;2,00;140,45
53;Misses;Germany;64;3249,42;2170,78;4,27;216,63
45;Misses;Austria;64;2646,16;1229,73;3,37;139,27
53;Misses;Germany;64;2918,65;2223,22;4,57;208,48
31;Misses;Austria;64;4271,81;2678,93;2,67;177,99
33;Misses;Germany;64;4169,35;3466,98;3,56;231,63
21;Mister;Austria;64;3300,51;458,88;2,46;126,94
49;Misses;Germany;64;4636,96;1968,97;3,76;272,76
;Misses;Germany;64;5011,55;3053,85;2,00;156,61
;Misses;Germany;64;4842,37;1932,77;2,67;201,77
;Misses;Austria;64;4355,45;1661,04;2,06;140,50
44;Misses;Germany;64;4474,05;2925,67;4,27;298,27
31;Misses;Germany;64;3142,86;608,87;4,57;224,49
35;Misses;Austria;64;3967,05;1970,86;2,37;146,93
47;Misses;Austria;64;2906,60;1107,85;2,78;126,37
50;Misses;Germany;64;4557,79;3121,37;2,46;175,30
;Mister;Germany;64;5107,84;3593,10;3,20;255,39
33;Misses;Germany;64;1350,46;1164,58;32,00;675,23
;Misses;Germany;64;5700,35;1997,80;2,29;203,58
31;Misses;Germany;64;2597,61;1143,72;2,91;118,07
;Misses;Germany;64;3809,05;1925,75;2,06;122,87
53;Misses;Germany;64;5623,86;3557,67;2,37;208,29
33;Misses;Germany;64;5644,84;3442,11;3,56;313,60
;Mister;Germany;64;4374,03;1796,74;2,29;156,22
51;Misses;Austria;64;3934,33;744,88;2,91;178,83
25;Misses;Austria;64;4724,45;2920,00;4,57;337,46
46;Misses;Germany;64;3720,26;1359,17;3,37;195,80
;Mister;Germany;64;4022,09;2358,18;4,00;251,38
45;Mister;Germany;64;7796,27;6074,95;4,27;519,75
43;Misses;Austria;64;3657,89;2082,23;2,37;135,48
58;Mister;Austria;64;3122,71;510,37;3,37;164,35
50;Mister;Germany;64;1753,66;70,38;16,00;438,42
;Misses;Germany;64;3121,96;793,86;2,06;100,71
40;Misses;Germany;64;1729,86;1292,67;8,00;216,23
28;Mister;;64;4147,14;2651,54;2,78;180,31
;Misses;Germany;64;4445,36;1443,81;2,91;202,06
59;Misses;Germany;64;3748,35;2174,65;3,20;187,42
37;Misses;Austria;64;3690,71;279,97;16,00;922,68
48;Misses;Germany;64;3231,71;1827,89;3,20;161,59
57;Misses;Germany;64;3908,99;2418,42;4,00;244,31
40;Misses;Germany;64;5141,86;3874,07;16,00;1285,47
43;Mister;Germany;64;3009,30;24,99;12,80;601,86
38;Misses;Austria;64;4997,45;3213,97;2,67;208,23
46;Misses;Austria;64;2776,35;1643,04;2,78;120,71
;Misses;Germany;64;3546,76;1513,46;1,88;104,32
49;Mister;Germany;64;3743,37;2849,99;4,92;287,95
43;Misses;Germany;64;4710,69;3509,98;9,14;672,96
43;Misses;Germany;64;3695,95;3203,03;12,80;739,19
29;Mister;Austria;64;2561,21;1259,71;8,00;320,15
52;Misses;Germany;63;2088,35;1210,39;4,50;149,17
;Misses;Germany;63;4138,91;1276,81;2,74;179,95
;Misses;Germany;63;3783,66;2264,17;3,00;180,17
41;Misses;Germany;63;3498,71;996,88;2,25;124,95
;Misses;Germany;63;5725,76;3617,17;1,80;163,59
51;Misses;Germany;63;2692,19;1464,31;2,86;122,37
;Mister;Germany;63;3469,36;1685,69;5,25;289,11
26;Misses;Austria;63;3047,26;802,81;2,52;121,89
52;Misses;Austria;63;3007,39;1579,75;4,50;214,81
28;Mister;Germany;63;5871,62;127,99;2,63;244,65
;Misses;Germany;63;3361,37;1881,65;4,50;240,10
26;Misses;Germany;63;3405,55;2525,79;3,15;170,28
35;Mister;Austria;63;2439,16;1094,01;5,73;221,74
56;Misses;Germany;63;4208,75;1464,83;2,33;155,88
47;Misses;Austria;63;4009,24;1452,75;2,52;160,37
57;Misses;Germany;63;5163,17;4246,35;3,32;271,75
46;Misses;Germany;63;2263,59;1494,98;4,50;161,69
;Misses;Germany;63;3503,05;1335,84;1,97;109,47
48;Misses;Germany;63;1846,87;912,36;4,50;131,92
60;Misses;Germany;63;4114,35;2678,06;3,15;205,72
48;Misses;Germany;63;4482,97;2865,81;6,30;448,30
;Misses;Germany;63;4913,86;3216,62;2,74;213,65
53;Misses;Germany;63;4413,69;2837,47;3,32;232,30
32;Misses;Germany;63;5677,57;3643,74;7,00;630,84
49;Misses;Germany;63;2751,41;1690,15;4,50;196,53
;Misses;Germany;63;4192,42;2341,70;1,85;123,31
;Misses;Germany;63;5725,12;2771,73;2,33;212,04
;Misses;Germany;63;3329,21;1776,21;1,85;97,92
;Misses;Germany;63;4624,35;2470,72;1,97;144,51
30;Misses;Germany;63;8964,62;6338,05;4,85;689,59
23;Misses;Austria;63;2487,06;1097,81;3,15;124,35
65;Misses;Germany;63;2360,87;1014,49;4,85;181,61
52;Misses;Germany;63;3472,49;2319,07;4,20;231,50
42;Misses;Germany;63;7512,80;4756,12;4,85;577,91
54;Misses;Germany;63;2938,57;1503,51;4,20;195,90
55;Misses;Germany;63;2769,67;1202,39;4,50;197,83
40;Misses;Germany;63;6364,87;2672,73;3,94;397,80
35;Mister;Germany;63;4771,77;3707,41;7,88;596,47
58;Misses;Germany;63;3752,82;2407,17;3,50;208,49
42;Misses;Germany;63;3004,07;896,34;12,60;600,81
37;Misses;Germany;63;3365,59;1386,31;4,85;258,89
51;Misses;Germany;63;3077,61;2418,74;7,88;384,70
37;Mister;Austria;63;3904,06;2147,91;2,86;177,46
56;Misses;Germany;63;5620,61;4352,82;3,71;330,62
49;Misses;Poland;63;6133,12;2801,17;4,85;471,78
;Misses;Germany;63;5789,77;3355,01;3,32;304,72
;Mister;Germany;63;5121,37;3065,64;3,32;269,55
33;Misses;Germany;63;2758,55;1769,77;6,30;275,86
25;Misses;Germany;63;986,57;460,15;5,25;82,21
;Misses;Germany;63;5111,87;2224,21;2,25;182,57
40;Misses;Germany;63;2414,97;1813,66;10,50;402,50
;Misses;Germany;63;3757,52;1701,71;3,71;221,03
43;Misses;Germany;63;3206,79;1866,17;3,94;200,42
49;Misses;Germany;63;9137,47;6162,64;1,97;285,55
;Misses;Germany;63;3036,52;1569,30;2,74;132,02
46;Mister;Germany;63;2765,23;774,64;7,88;345,65
41;Misses;Germany;63;4675,27;2190,79;3,50;259,74
41;Misses;Germany;63;5589,16;4170,10;3,00;266,15
;Misses;Germany;63;4406,37;866,84;3,15;220,32
65;Misses;Germany;63;5368,37;3472,63;4,50;383,46
21;Misses;Germany;63;1877,82;647,89;10,50;312,97
46;Misses;Austria;63;3069,40;1810,23;3,15;153,47
42;Misses;Germany;63;3020,87;2238,07;3,50;167,83
20;Misses;;63;2560,43;1391,62;2,42;98,48
41;Misses;Germany;63;2151,57;1368,65;7,88;268,95
;Misses;Germany;63;3375,66;1878,56;1,97;105,49
41;Misses;Germany;63;2985,55;1952,04;1,54;72,82
37;Misses;Germany;63;3037,37;2097,54;10,50;506,23
;Misses;Germany;63;3963,81;1929,00;1,91;120,12
;Misses;Germany;63;2925,75;1714,65;2,33;108,36
44;Misses;Poland;63;3899,79;836,71;2,86;177,26
46;Misses;Germany;63;5128,37;1327,76;2,74;222,97
;Mister;Germany;63;3059,21;1717,03;4,20;203,95
38;Misses;Germany;63;4838,85;2865,64;2,74;210,38
25;Misses;Germany;63;2889,37;1763,68;5,73;262,67
40;Misses;Germany;63;5494,86;1284,40;3,50;305,27
;Misses;Germany;63;4785,46;3102,15;2,74;208,06
45;Mister;Austria;63;3868,86;2663,59;3,32;203,62
38;Mister;Austria;63;2693,15;208,11;4,20;179,54
;Misses;Germany;63;3917,37;2008,72;2,17;135,08
35;Misses;Germany;63;3823,77;3102,30;7,88;477,97
;Misses;Germany;63;4330,06;2121,78;2,42;166,54
;Misses;Germany;63;4739,85;2388,17;1,85;139,41
54;Misses;Germany;63;3379,37;1592,75;3,71;198,79
41;Mister;Germany;63;3790,97;1371,32;3,94;236,94
61;Misses;Poland;63;1093,45;387,79;7,00;121,49
53;Misses;Germany;63;4175,35;2238,11;3,32;219,76
36;Mister;Austria;63;2871,74;554,30;2,74;124,86
;Misses;Germany;63;3559,33;822,39;1,80;101,70
;Misses;Germany;63;5815,05;4230,39;2,63;242,29
59;Misses;Germany;63;3183,33;1798,41;2,63;132,64
57;Misses;Germany;63;2835,23;1298,38;4,20;189,02
67;Misses;Germany;63;1915,26;1053,70;5,73;174,11
;Mister;Germany;63;2490,48;1220,15;3,71;146,50
;Misses;Germany;63;6705,86;2479,85;2,03;216,32
50;Misses;Netherlands;63;1067,43;564,42;15,75;266,86
;Misses;Germany;63;1391,37;1281,43;31,50;695,69
41;Mister;Germany;63;8851,37;719,96;10,50;1475,23
25;Misses;Germany;63;1437,87;878,33;31,50;718,94
;Misses;Germany;63;5176,37;3046,68;2,17;178,50
40;Misses;Germany;63;1273,77;934,79;12,60;254,75
54;Misses;Germany;63;4364,01;2909,56;2,42;167,85
54;Misses;Germany;63;2858,14;1547,16;2,74;124,27
31;Mister;Germany;63;2200,94;235,75;15,75;550,24
39;Misses;Germany;63;3372,30;1539,76;6,30;337,23
41;Misses;Germany;63;2586,41;595,92;5,73;235,13
63;Misses;Austria;63;4045,26;1836,94;3,32;212,91
54;Misses;Germany;63;5404,37;3658,57;4,85;415,72
30;Misses;Austria;63;3770,27;1181,89;2,86;171,38
46;Misses;Netherlands;63;2351,07;1031,66;7,00;261,23
61;Misses;Germany;63;6773,37;3658,69;3,15;338,67
;Misses;Germany;63;6012,64;4305,20;2,74;261,42
33;Misses;Germany;63;3168,16;1339,34;3,71;186,36
32;Misses;Germany;63;3738,87;2537,56;4,85;287,61
;Misses;Germany;63;5952,77;4018,02;3,50;330,71
45;Mister;Germany;63;3615,12;2412,66;3,50;200,84
54;Misses;Austria;63;4309,31;712,43;2,52;172,37
;Misses;Germany;63;4152,37;1900,82;2,03;133,95
45;Mister;Germany;63;2245,30;1012,33;3,15;112,27
40;Mister;Germany;63;10266,40;6198,16;1,91;311,10
;Misses;Germany;63;5211,35;3305,43;2,25;186,12
;Misses;Germany;63;5341,79;3041,65;2,86;242,81
53;Misses;Germany;63;5515,35;3448,62;4,20;367,69
41;Misses;Austria;63;2301,77;1662,91;9,00;328,82
33;Misses;Germany;63;2708,85;825,67;10,50;451,48
35;Mister;Austria;63;4226,06;1341,17;3,50;234,78
;Misses;Germany;63;3361,85;1035,82;1,80;96,05
;Misses;Germany;63;3355,16;1278,86;3,00;159,77
29;Misses;Germany;62;4360,80;2682,46;2,70;189,60
55;Misses;Austria;62;3220,09;2249,19;2,14;111,04
33;Misses;Germany;62;3476,98;1115,31;12,40;695,40
;Mister;Germany;62;5029,76;2793,75;2,95;239,51
41;Mister;Germany;62;3014,08;2402,57;15,50;753,52
;Misses;Germany;62;3363,98;1642,80;2,95;160,19
;Misses;Germany;62;6013,63;4372,63;2,38;231,29
39;Misses;Germany;62;7341,78;4680,06;3,44;407,88
45;Misses;Germany;62;3268,88;2667,03;2,21;116,75
54;Misses;Germany;62;5488,38;4478,51;4,77;422,18
55;Misses;Germany;62;3836,84;1165,72;2,82;174,40
;Misses;Germany;62;4614,83;2615,92;2,48;184,59
45;Misses;Germany;62;2087,87;808,00;4,77;160,61
56;Misses;Austria;62;4256,83;1815,80;2,21;152,03
42;Misses;Germany;62;3029,79;2243,19;8,86;432,83
52;Misses;Germany;62;3470,61;1682,19;2,82;157,76
49;Misses;Germany;62;7219,87;4361,33;1,72;200,55
40;Misses;Germany;62;3794,25;1834,87;4,43;271,02
38;Misses;Germany;62;2197,65;1451,44;6,89;244,18
53;Misses;Germany;62;5364,18;3209,36;4,13;357,61
31;Misses;Germany;62;3899,58;2649,76;4,13;259,97
44;Misses;Poland;62;3812,76;1249,69;2,14;131,47
53;Misses;Germany;62;3712,78;2719,57;3,88;232,05
42;Mister;Germany;62;2807,87;807,86;5,17;233,99
53;Misses;Germany;62;3277,38;1481,39;3,88;204,84
36;Misses;Germany;62;2388,18;1741,20;10,33;398,03
53;Misses;Germany;62;3458,21;1839,96;2,30;128,08
46;Misses;Austria;62;4641,28;972,16;1,72;128,92
45;Misses;Germany;62;1396,15;586,86;10,33;232,69
45;Misses;Germany;62;5594,38;4779,51;6,89;621,60
62;Misses;Germany;62;2508,44;1264,48;2,95;119,45
;Mister;Germany;62;4197,78;1662,35;3,10;209,89
28;Misses;Germany;62;4985,27;2417,43;4,13;332,35
55;Misses;Austria;62;4709,38;2152,76;1,94;147,17
38;Misses;Austria;62;3174,18;2086,29;3,65;186,72
35;Misses;Germany;62;2162,67;1026,75;4,43;154,48
44;Misses;Austria;62;1690,10;577,24;5,17;140,84
31;Misses;Germany;62;2671,92;1315,46;8,86;381,70
48;Misses;Germany;62;3567,76;1665,01;2,58;148,66
;Misses;Germany;62;5298,87;3086,69;2,30;196,25
59;Misses;Germany;62;4693,38;3520,05;3,88;293,34
54;Misses;Germany;62;5143,98;4167,82;5,17;428,67
52;Misses;Germany;62;2971,68;1456,80;2,58;123,82
59;Misses;Austria;62;2033,58;306,43;3,10;101,68
;Misses;Poland;62;4170,04;3452,56;10,33;695,01
47;Misses;Germany;62;2564,88;2155,60;10,33;427,48
35;Misses;Germany;62;6385,26;5114,23;2,95;304,06
;Misses;Germany;62;4207,53;1358,43;3,44;233,75
24;Misses;Austria;62;3959,29;2458,75;1,94;123,73
;Misses;Germany;62;3595,67;1604,34;1,77;102,73
49;Misses;Germany;62;3475,18;1712,73;3,65;204,42
34;Mister;Germany;62;5915,87;2511,66;5,17;492,99
61;Misses;Germany;62;3881,94;2594,02;2,48;155,28
;Misses;Germany;62;6431,98;4129,69;2,07;214,40
42;Misses;Germany;62;3790,36;2668,51;4,13;252,69
47;Mister;Austria;62;2522,27;1388,69;4,77;194,02
48;Misses;Germany;62;3524,87;2910,00;3,88;220,30
47;Misses;Germany;62;3958,60;1993,72;3,88;247,41
45;Misses;Germany;62;5403,38;3534,63;4,43;385,96
;Misses;Germany;62;5147,10;2807,75;2,70;223,79
;Misses;Germany;62;3740,04;1494,82;2,30;138,52
53;Misses;Germany;62;3093,93;1761,12;5,64;281,27
51;Misses;Germany;62;2747,98;1284,25;4,43;196,28
;Misses;Germany;62;4318,36;2232,28;2,30;159,94
;Misses;Germany;62;7560,36;4166,68;2,95;360,02
34;Misses;Germany;62;4336,29;3546,49;3,26;228,23
32;Misses;Austria;62;2522,48;1377,78;8,86;360,35
47;Misses;Germany;62;2670,75;1273,58;5,64;242,80
47;Misses;Germany;62;3789,93;2069,56;3,10;189,50
41;Misses;Germany;62;3437,38;2255,39;3,26;180,91
;Misses;Germany;62;4499,06;2351,03;2,07;149,97
;Misses;Germany;62;4406,98;1629,00;1,77;125,91
38;Misses;Germany;62;3613,58;2027,42;4,13;240,91
58;Misses;Germany;62;4023,37;1552,57;3,26;211,76
;Misses;Germany;62;4122,25;1611,31;2,38;158,55
;Misses;Germany;62;5445,02;1959,06;1,82;160,15
38;Misses;Germany;62;3503,78;2993,90;6,20;350,38
44;Misses;Germany;62;3223,95;1414,91;4,43;230,28
44;Misses;Austria;62;2443,88;1196,69;5,17;203,66
50;Misses;Poland;62;2712,39;1760,00;2,07;90,41
31;Misses;Germany;62;4310,96;2377,55;4,43;307,93
48;Misses;Germany;62;2955,38;1813,45;6,20;295,54
;Mister;Germany;62;2793,32;1271,59;3,88;174,58
37;Mister;Austria;62;3481,43;1300,41;3,65;204,79
;Misses;Germany;62;4495,22;2202,74;2,38;172,89
46;Misses;Germany;62;3588,07;2176,92;6,20;358,81
22;Misses;Austria;62;4987,78;2268,34;2,14;171,99
;Misses;Germany;62;3549,88;1793,16;3,88;221,87
27;Misses;Germany;62;3158,37;2768,20;6,89;350,93
31;Mister;Germany;62;2239,98;718,23;7,75;280,00
;Misses;Germany;62;5069,04;3291,33;2,30;187,74
;Misses;Germany;62;4861,86;2014,81;1,59;124,66
;Mister;Germany;62;3214,58;2157,33;7,75;401,82
;Misses;Germany;62;4909,65;3041,45;1,88;148,78
;Misses;Germany;62;7388,06;5049,81;1,88;223,88
;Mister;Germany;62;3548,59;1477,10;2,58;147,86
54;Mister;Austria;62;4735,84;2898,60;2,70;205,91
;Misses;Austria;62;2886,57;1112,20;2,14;99,54
45;Misses;Germany;62;5386,30;2873,17;3,26;283,49
47;Misses;Germany;62;3536,17;2292,44;3,44;196,45
21;Misses;Austria;62;4077,63;1493,04;2,38;156,83
39;Misses;Austria;62;4850,57;1778,24;1,82;142,66
;Misses;Poland;62;2667,68;1407,93;3,26;140,40
;Misses;Germany;62;4940,38;1955,81;1,94;154,39
59;Misses;Austria;62;3674,12;2426,58;3,26;193,37
56;Misses;Austria;62;4222,14;1746,04;1,77;120,63
47;Misses;Poland;62;1353,81;81,81;15,50;338,45
;Misses;Germany;62;4839,38;2277,74;2,30;179,24
53;Misses;Germany;62;2956,58;2223,12;3,44;164,25
42;Misses;Germany;62;3333,07;2111,96;6,20;333,31
40;Misses;Germany;62;2860,98;2421,07;8,86;408,71
;Misses;Germany;62;2634,41;1138,60;2,95;125,45
51;Misses;Germany;62;3181,77;1777,39;2,95;151,51
34;Misses;Germany;62;3454,46;2195,30;4,43;246,75
39;Misses;Germany;61;3882,82;2403,41;10,17;647,14
29;Misses;Germany;61;1333,32;1110,16;4,07;88,89
48;Misses;Germany;61;8306,29;1590,07;4,36;593,31
;Misses;Germany;61;3331,98;1796,29;3,05;166,60
52;Misses;Germany;61;2871,18;736,35;3,21;151,11
28;Misses;Germany;61;4192,39;3535,53;15,25;1048,10
51;Misses;Germany;61;7420,37;4423,67;1,79;218,25
29;Misses;Austria;61;4094,72;2130,74;2,35;157,49
;Misses;Germany;61;3623,54;649,41;2,44;144,94
37;Misses;Germany;61;3515,83;1270,35;4,07;234,39
32;Misses;Germany;61;2294,58;1000,76;3,39;127,48
51;Misses;Germany;61;3035,96;1483,51;3,81;189,75
37;Misses;Germany;61;4326,38;2461,29;10,17;721,06
42;Misses;Austria;61;3946,12;2191,15;4,36;281,87
37;Misses;Germany;61;3289,86;2076,06;6,10;328,99
31;Misses;Germany;61;3977,57;3674,06;3,59;233,97
54;Misses;Germany;61;4677,98;2602,98;4,69;359,84
51;Misses;Germany;61;2683,49;1321,91;6,78;298,17
64;Misses;Germany;61;4089,89;2986,99;1,97;131,93
;Misses;Germany;61;2363,39;1878,61;12,20;472,68
56;Mister;Germany;61;2397,53;939,83;4,36;171,25
42;Misses;Germany;61;3768,42;2264,92;3,39;209,36
;Misses;Germany;61;3906,88;920,82;2,10;134,72
35;Misses;Germany;61;3235,39;1724,17;5,08;269,62
49;Misses;Germany;61;3303,14;1966,66;6,10;330,31
34;Misses;Germany;61;3399,48;2574,13;5,08;283,29
50;Misses;Germany;61;5341,87;4038,61;3,05;267,09
26;Misses;Germany;61;3438,59;2011,80;2,90;163,74
29;Misses;Austria;61;4728,10;1640,30;2,44;189,12
48;Misses;Germany;61;2655,29;1435,54;2,65;115,45
43;Misses;Austria;61;4748,37;2072,82;2,77;215,84
57;Misses;Germany;61;4415,59;3563,85;3,39;245,31
47;Misses;Austria;61;5041,33;2671,23;2,90;240,06
51;Misses;Poland;61;2247,74;876,05;8,71;321,11
33;Misses;Germany;61;2636,63;938,57;4,07;175,78
32;Misses;Germany;61;4937,59;4287,00;2,35;189,91
34;Mister;Austria;61;3006,81;1151,87;4,36;214,77
31;Misses;Germany;61;534,59;430,71;30,50;267,30
58;Misses;Germany;61;2540,38;1855,17;2,77;115,47
37;Misses;Germany;61;2924,88;1866,86;5,55;265,90
;Misses;Germany;61;3814,91;1553,59;1,69;105,97
49;Misses;Germany;61;4048,58;3159,74;2,35;155,71
31;Misses;Germany;61;5021,33;4949,10;12,20;1004,27
31;Misses;Germany;61;3541,14;1930,21;5,08;295,10
31;Mister;Germany;61;1776,89;512,87;12,20;355,38
50;Misses;Germany;61;4274,17;2375,60;2,18;152,65
47;Mister;Austria;61;1829,92;924,44;5,55;166,36
27;Misses;Germany;61;4914,29;3120,47;6,10;491,43
50;Misses;Germany;61;2507,28;1548,51;4,36;179,09
27;Mister;Germany;61;1829,79;1033,67;20,33;609,93
45;Misses;Germany;61;1162,18;234,22;30,50;581,09
;Misses;Germany;61;3991,85;2202,62;4,07;266,12
;Misses;Germany;61;5450,78;3167,26;2,54;227,12
55;Misses;Germany;61;3140,40;2198,65;7,63;392,55
55;Misses;Germany;61;3662,79;1198,72;5,55;332,98
;Misses;Germany;61;4625,29;1534,80;2,90;220,25
40;Misses;Germany;61;1002,59;651,79;5,55;91,14
26;Misses;Germany;61;2603,34;693,18;4,69;200,26
62;Misses;Germany;61;2096,77;1838,83;4,36;149,77
46;Misses;Germany;61;2546,59;1721,76;4,69;195,89
;Mister;Germany;61;2592,54;1180,16;3,39;144,03
;Misses;Germany;61;3938,14;1353,00;1,65;106,44
;Mister;Germany;61;3233,52;1498,83;3,39;179,64
;Misses;Germany;61;3754,63;660,38;2,44;150,19
;Misses;Germany;61;6980,14;4361,37;1,91;218,13
40;Misses;Austria;61;3055,52;888,77;3,05;152,78
;Mister;Poland;61;2874,64;1818,10;12,20;574,93
;Misses;Germany;61;5100,67;2220,08;1,53;127,52
;Misses;Germany;61;3965,38;2136,69;1,97;127,92
